Date,Time,Content,From
27/06/20, 11:45:04 PM, lok, Mr. Buddy
27/06/20, 11:45:08 PM, 😱, $h@lin!
27/06/20, 11:45:13 PM, check the fortune of all cricketers, Mr. Buddy
27/06/20, 11:45:17 PM, if he is in ipl may be, $h@lin!
27/06/20, 11:45:25 PM, really???, $h@lin!
27/06/20, 11:45:59 PM, yes, Mr. Buddy
27/06/20, 11:46:37 PM, great, $h@lin!
27/06/20, 11:46:53 PM, but they get for the matches they play!, $h@lin!
27/06/20, 11:47:20 PM, if he is most wanted then may be from advertising and ipl and events, $h@lin!
27/06/20, 11:47:32 PM, but if he is just a cricketer then🤔, $h@lin!
27/06/20, 11:47:40 PM, no, Mr. Buddy
27/06/20, 11:47:52 PM, bcci salary package is high, Mr. Buddy
27/06/20, 11:47:59 PM, highest in world, Mr. Buddy
27/06/20, 11:48:06 PM, for cricket, Mr. Buddy
27/06/20, 11:48:24 PM, 🤯, $h@lin!
27/06/20, 11:48:41 PM, i had no idea, $h@lin!
27/06/20, 11:48:53 PM, i thought they get from sponsors, $h@lin!
27/06/20, 11:49:03 PM, good, $h@lin!
27/06/20, 11:49:15 PM, they get monthly salary?? or per match?!, $h@lin!
27/06/20, 11:56:56 PM, 🧐, $h@lin!
27/06/20, 11:57:07 PM, what u thinking, $h@lin!
27/06/20, 11:57:06 PM, yearly i guess, Mr. Buddy
27/06/20, 11:57:09 PM, i'm not sure, Mr. Buddy
27/06/20, 11:57:14 PM, oh, $h@lin!
27/06/20, 11:57:18 PM, ?, $h@lin!
27/06/20, 11:57:50 PM, i was listening song, Mr. Buddy
27/06/20, 11:58:02 PM, ohhh, $h@lin!
27/06/20, 11:58:14 PM, i have set everything for celebration 🤪, $h@lin!
27/06/20, 11:58:20 PM, tomorrow my sister birthday, $h@lin!
27/06/20, 11:58:23 PM, what celebration?, Mr. Buddy
27/06/20, 11:58:25 PM, ohwww ok, Mr. Buddy
27/06/20, 11:58:28 PM, great, Mr. Buddy
27/06/20, 11:58:30 PM, so we decorated in terrace, $h@lin!
27/06/20, 11:58:56 PM, nothing great... waking everyone and taking to upstairs, $h@lin!
27/06/20, 11:59:56 PM, ok then, Mr. Buddy
28/06/20, 12:00:01 AM, enjoy madi, Mr. Buddy
28/06/20, 12:00:06 AM, 🤨🤨, $h@lin!
28/06/20, 12:24:11 AM, het, Mr. Buddy
28/06/20, 12:24:14 AM, hey, Mr. Buddy
28/06/20, 12:27:41 AM, ha, $h@lin!
28/06/20, 12:31:44 AM, u have lost somewhere, $h@lin!
28/06/20, 1:41:38 AM, good night take care🧔🏻🤗, $h@lin!
‎28/06/20, 1:44:05 AM, ‎gif omitted, $h@lin!
28/06/20, 9:23:24 AM, dude again it got rejected, $h@lin!
28/06/20, 9:24:01 AM, last time i had provided same but still they approved it, $h@lin!
28/06/20, 9:24:55 AM, and i have explained how to use the app... last issue was in id verification but now they have shared this, $h@lin!
‎28/06/20, 9:25:04 AM, MediaShared, $h@lin!
28/06/20, 9:25:46 AM, now we may have to hard code the otp for a number, $h@lin!
28/06/20, 9:35:37 AM, but only once the number can be used ... that’s why i mentioned in the description, $h@lin!
28/06/20, 11:23:15 AM, good morning, Mr. Buddy
28/06/20, 11:23:53 AM, 😂😂, Mr. Buddy
28/06/20, 11:29:09 AM, 🥺, $h@lin!
28/06/20, 11:29:12 AM, ha laugh, $h@lin!
28/06/20, 12:34:26 PM, fixed?!??!, Mr. Buddy
28/06/20, 12:47:32 PM, from backend we have do something, $h@lin!
28/06/20, 12:47:38 PM, dada said he ll check, $h@lin!
28/06/20, 12:47:50 PM, no reply yet, $h@lin!
28/06/20, 12:52:01 PM, ogwww, Mr. Buddy
28/06/20, 12:52:11 PM, so may be it will take ti e, Mr. Buddy
28/06/20, 12:52:55 PM, phone number can be used only once, $h@lin!
28/06/20, 12:53:01 PM, so we can’t provide it, $h@lin!
28/06/20, 12:53:23 PM, 🤣🤣🤣🤣, Mr. Buddy
28/06/20, 12:53:46 PM, even if we hard code the otp and phone number then we shouldn’t expire the test and let them take n number of times, $h@lin!
28/06/20, 12:54:11 PM, that’s why in the description i have mentioned and that stupid tester not understanding it😏, $h@lin!
28/06/20, 12:54:40 PM, the code how can they do it till id verification ???, $h@lin!
28/06/20, 12:54:54 PM, now they are saying in registration??!!, $h@lin!
28/06/20, 1:10:30 PM, 🤣🤣🤣🤣🤣, Mr. Buddy
28/06/20, 1:59:34 PM, stupid testers, $h@lin!
28/06/20, 5:06:38 PM, sorry, $h@lin!
‎28/06/20, 5:07:47 PM, ‎gif omitted, $h@lin!
28/06/20, 5:11:11 PM, no problem, Mr. Buddy
‎28/06/20, 5:17:40 PM, ‎gif omitted, $h@lin!
28/06/20, 5:21:23 PM, in the flow😦, $h@lin!
28/06/20, 5:21:41 PM, i remember u as my friend not as a tester😐, $h@lin!
‎28/06/20, 5:39:15 PM, ‎gif omitted, $h@lin!
28/06/20, 5:40:20 PM, ok stupid developers 👀, $h@lin!
28/06/20, 6:57:23 PM, no problem, Mr. Buddy
28/06/20, 6:57:27 PM, wat dng, Mr. Buddy
28/06/20, 6:57:49 PM, felt bad?, $h@lin!
28/06/20, 6:58:29 PM, i did not say to u... it was for apple employees 👀, $h@lin!
28/06/20, 6:59:15 PM, nothing... my sister frds has come to celebrate... they only have decorated her room to surprise, $h@lin!
28/06/20, 6:59:22 PM, what u doing, $h@lin!
28/06/20, 6:59:32 PM, sunday also so busy😯, $h@lin!
28/06/20, 6:59:49 PM, no i was playing, Mr. Buddy
28/06/20, 6:59:54 PM, what were you dng, Mr. Buddy
28/06/20, 7:00:04 PM, lying on bed, $h@lin!
‎28/06/20, 7:00:24 PM, ‎gif omitted, $h@lin!
28/06/20, 7:00:42 PM, no series???, Mr. Buddy
28/06/20, 7:00:56 PM, dada said we have to change so many things in backend to release it, $h@lin!
28/06/20, 7:01:07 PM, ohwwww, Mr. Buddy
28/06/20, 7:01:08 PM, bored to watch, $h@lin!
28/06/20, 7:01:19 PM, because of tgat otp, Mr. Buddy
28/06/20, 7:01:27 PM, yeah, $h@lin!
28/06/20, 7:01:33 PM, u alrdy hace realeased it na, Mr. Buddy
28/06/20, 7:01:38 PM, our current system is different, $h@lin!
28/06/20, 7:01:44 PM, not exactly because of otp, $h@lin!
28/06/20, 7:01:48 PM, we can hard code, $h@lin!
28/06/20, 7:02:01 PM, but the issue is it ll be valid only once, $h@lin!
28/06/20, 7:02:21 PM, yes... that’s why i was scolding the apple testers👀, $h@lin!
28/06/20, 7:18:39 PM, sony to give ₹38 lakh to researchers for finding flaw in ps4, $h@lin!
https://shrts.in/hbRV,,,
-via inshorts,,,
28/06/20, 7:41:26 PM, ok, Mr. Buddy
28/06/20, 7:52:00 PM, find bugs, $h@lin!
28/06/20, 8:16:05 PM, i need a ps4 to do it, Mr. Buddy
28/06/20, 8:16:53 PM, 👀will buy, $h@lin!
28/06/20, 8:27:36 PM, ha ps 5 going to release, Mr. Buddy
28/06/20, 8:27:41 PM, so will buy that, Mr. Buddy
28/06/20, 8:29:08 PM, when, $h@lin!
28/06/20, 8:29:20 PM, next year may be, Mr. Buddy
28/06/20, 8:29:30 PM, 🤔, $h@lin!
28/06/20, 8:29:47 PM, then when ps10 may release, $h@lin!
28/06/20, 8:30:14 PM, after 20 years may be, Mr. Buddy
28/06/20, 8:30:26 PM, ok then freeze it, $h@lin!
28/06/20, 8:30:38 PM, i’m going to buy that😎, $h@lin!
28/06/20, 8:31:02 PM, ok buy, Mr. Buddy
‎28/06/20, 8:31:06 PM, ‎gif omitted, $h@lin!
28/06/20, 8:31:30 PM, will u be in contact 🧐, $h@lin!
28/06/20, 8:31:38 PM, 🤣🤣🤣🤣, Mr. Buddy
28/06/20, 8:31:52 PM, why, $h@lin!
28/06/20, 8:32:09 PM, that's what i was also thinking, Mr. Buddy
‎28/06/20, 8:32:14 PM, ‎gif omitted, $h@lin!
28/06/20, 8:32:27 PM, 🤨, $h@lin!
28/06/20, 8:33:49 PM, 😂, Mr. Buddy
28/06/20, 8:34:05 PM, u ll not be, $h@lin!
28/06/20, 8:34:26 PM, see now since u got ur frds to play... u we’re busy playing, $h@lin!
28/06/20, 8:37:08 PM, after some years u ll get a gf/wife  definitely u may block me😱, $h@lin!
28/06/20, 8:37:23 PM, y will i. lock u, Mr. Buddy
28/06/20, 8:38:50 PM, if i keep sending messages 🤔, $h@lin!
28/06/20, 8:38:59 PM, u get irritated, $h@lin!
28/06/20, 8:39:09 PM, and block me, $h@lin!
28/06/20, 9:23:20 PM, actually i ll only not text u and this situation ll never happen😂, $h@lin!
‎28/06/20, 9:23:40 PM, ‎MediaShared, $h@lin!
28/06/20, 9:36:11 PM, haa, Mr. Buddy
28/06/20, 9:54:06 PM, u should ask y, $h@lin!
28/06/20, 9:54:51 PM, why i dnt text is u ll be busy and obviously u dnt talk so i also dnt, $h@lin!
28/06/20, 10:27:58 PM, but i miss u dude, $h@lin!
28/06/20, 10:58:32 PM, what doing, Mr. Buddy
28/06/20, 11:01:51 PM, nothing, $h@lin!
28/06/20, 11:02:02 PM, dnt talk simply because i say so, $h@lin!
28/06/20, 11:08:56 PM, nothing like that, Mr. Buddy
‎28/06/20, 11:09:05 PM, ‎MediaShared, $h@lin!
28/06/20, 11:09:14 PM, tell the truth, $h@lin!
28/06/20, 11:09:20 PM, dnt have to lie, $h@lin!
28/06/20, 11:09:26 PM, that's the truth, Mr. Buddy
28/06/20, 11:09:32 PM, no, $h@lin!
28/06/20, 11:09:34 PM, it’s not, $h@lin!
‎28/06/20, 11:09:36 PM, ‎MediaShared, $h@lin!
28/06/20, 11:09:39 PM, then, Mr. Buddy
‎28/06/20, 11:09:46 PM, ‎MediaShared, $h@lin!
28/06/20, 11:10:04 PM, then do, $h@lin!
28/06/20, 11:12:56 PM, do what, Mr. Buddy
28/06/20, 11:13:08 PM, say*, $h@lin!
28/06/20, 11:13:27 PM, cheater, $h@lin!
28/06/20, 11:13:56 PM, !????, Mr. Buddy
28/06/20, 11:14:21 PM, yes, $h@lin!
28/06/20, 11:14:35 PM, y, Mr. Buddy
28/06/20, 11:15:08 PM, because u are a cheater, $h@lin!
‎28/06/20, 11:15:34 PM, ‎gif omitted, $h@lin!
28/06/20, 11:17:20 PM, what i cheated, Mr. Buddy
28/06/20, 11:19:04 PM, everything, $h@lin!
‎28/06/20, 11:20:20 PM, ‎gif omitted, $h@lin!
29/06/20, 12:05:11 AM, ok man it’s nothing. good night take care., $h@lin!
29/06/20, 9:32:03 AM, good morning 🤗, Mr. Buddy
29/06/20, 10:06:39 AM, good morning, $h@lin!
‎29/06/20, 10:07:12 AM, ‎gif omitted, $h@lin!
29/06/20, 10:09:08 AM, 😂, Mr. Buddy
29/06/20, 10:09:48 AM, 🤨, $h@lin!
‎29/06/20, 10:10:29 AM, ‎gif omitted, $h@lin!
29/06/20, 10:22:49 AM, 🤣🤣🤣, Mr. Buddy
‎29/06/20, 10:25:10 AM, ‎gif omitted, $h@lin!
29/06/20, 10:45:18 AM, 😂, Mr. Buddy
‎29/06/20, 10:45:29 AM, ‎MediaShared, $h@lin!
29/06/20, 10:45:41 AM, why u laughing, $h@lin!
29/06/20, 10:49:05 AM, 🤣, Mr. Buddy
29/06/20, 10:49:24 AM, seee, $h@lin!
29/06/20, 10:49:54 AM, i hate you 😡, $h@lin!
29/06/20, 4:49:44 PM, how was the day, Mr. Buddy
29/06/20, 4:59:32 PM, worst🥺, $h@lin!
29/06/20, 4:59:45 PM, again it got rejected, $h@lin!
29/06/20, 4:59:51 PM, third time, $h@lin!
29/06/20, 5:00:13 PM, and due to heavy rain laptop got shut down, $h@lin!
29/06/20, 5:00:31 PM, what if processor gets damaged, $h@lin!
29/06/20, 5:00:44 PM, it’s all because of u, $h@lin!
‎29/06/20, 5:00:57 PM, ‎gif omitted, $h@lin!
29/06/20, 5:15:43 PM, now they have rejected for camera permission, $h@lin!
29/06/20, 5:22:16 PM, and they are asking for demo video, $h@lin!
29/06/20, 5:38:14 PM, demo video for app submission??!!, Mr. Buddy
29/06/20, 5:38:31 PM, 😥, $h@lin!
29/06/20, 5:38:44 PM, if i ask sank he ll say ask ajay sir, $h@lin!
29/06/20, 5:39:21 PM, but yesterday ajay sir said dnt ask me anything communicate with sank😭😭😭😭😭😭, $h@lin!
29/06/20, 5:46:16 PM, i ll buy a ups too, $h@lin!
29/06/20, 5:46:37 PM, i’m sandwiched between them 😫, $h@lin!
29/06/20, 5:46:45 PM, i don’t know what to do, $h@lin!
29/06/20, 5:47:03 PM, i dnt ask ajay sir.. he ll not reply properly, $h@lin!
29/06/20, 5:47:33 PM, 🤣🤣🤣🤣🤣, Mr. Buddy
29/06/20, 5:47:45 PM, i ll tell sank only t, $h@lin!
29/06/20, 5:47:59 PM, and actually ajay sir also ll get the mail, $h@lin!
29/06/20, 5:48:08 PM, but he may not see, $h@lin!
29/06/20, 5:49:19 PM, and power is fluctuating, $h@lin!
29/06/20, 5:49:34 PM, they may send me out of the company, $h@lin!
29/06/20, 6:00:21 PM, no man they will not send, Mr. Buddy
29/06/20, 6:01:48 PM, we did for video call also, $h@lin!
https://youtu.be/yDMl2CFjr9s,,,
29/06/20, 6:02:39 PM, 😟 who knows, $h@lin!
29/06/20, 6:02:45 PM, my laptop is not well, $h@lin!
29/06/20, 6:03:06 PM, then do that, Mr. Buddy
29/06/20, 6:03:20 PM, do that video, Mr. Buddy
29/06/20, 6:03:50 PM, sank not said anything, $h@lin!
29/06/20, 6:05:25 PM, it’s not for video call, $h@lin!
29/06/20, 6:09:39 PM, ohwwww, Mr. Buddy
29/06/20, 6:09:46 PM, just put a mail na, Mr. Buddy
29/06/20, 6:10:09 PM, 😥, $h@lin!
29/06/20, 6:10:13 PM, saying what, $h@lin!
29/06/20, 6:10:19 PM, i’m resigning?, $h@lin!
29/06/20, 6:10:33 PM, this is the issue currently..... so not able to update the app, Mr. Buddy
29/06/20, 6:12:52 PM, i don’t know, $h@lin!
29/06/20, 6:13:06 PM, i’m feeling to quit everything, $h@lin!
29/06/20, 6:18:34 PM, put mail na, Mr. Buddy
29/06/20, 6:18:39 PM, put sank and ajay in cc, Mr. Buddy
29/06/20, 6:18:58 PM, thinking, $h@lin!
29/06/20, 6:19:03 PM, haa, Mr. Buddy
29/06/20, 6:19:35 PM, but in calibrat we have described why we asking permission for camera and location, $h@lin!
29/06/20, 6:19:43 PM, but why the fuck they are saying, $h@lin!
29/06/20, 6:19:54 PM, two issues they have reported, $h@lin!
29/06/20, 6:20:00 PM, one for demo video, $h@lin!
29/06/20, 6:20:07 PM, and another for permissions, $h@lin!
‎29/06/20, 6:21:59 PM, MediaShared, $h@lin!
29/06/20, 6:22:10 PM, which one is ok, $h@lin!
29/06/20, 6:23:12 PM, in separate screen, $h@lin!
29/06/20, 6:23:40 PM, this will come for 30 mins may be, Mr. Buddy
29/06/20, 6:23:50 PM, only 30?, $h@lin!
29/06/20, 6:24:02 PM, to buy a inverter it ll be costly, $h@lin!
29/06/20, 6:25:05 PM, haa, Mr. Buddy
29/06/20, 6:25:08 PM, yes i have na one, Mr. Buddy
29/06/20, 6:25:22 PM, inverter you have to set it up, Mr. Buddy
29/06/20, 6:25:26 PM, it will take time na, Mr. Buddy
29/06/20, 6:25:31 PM, which one u have, $h@lin!
29/06/20, 6:25:54 PM, zebronics i guess, Mr. Buddy
29/06/20, 6:26:20 PM, good?, $h@lin!
29/06/20, 6:26:38 PM, microtek?, $h@lin!
29/06/20, 6:26:39 PM, haa, Mr. Buddy
29/06/20, 6:26:50 PM, haven't heard that brand, Mr. Buddy
29/06/20, 6:26:57 PM, luminous is good, Mr. Buddy
29/06/20, 6:27:00 PM, how we ll know which one gives more backup, $h@lin!
29/06/20, 6:27:04 PM, but o don't knoe much about ups, Mr. Buddy
29/06/20, 6:27:10 PM, i dunno, Mr. Buddy
29/06/20, 6:27:18 PM, because i had two ups, Mr. Buddy
29/06/20, 6:27:26 PM, saw but, $h@lin!
29/06/20, 6:27:37 PM, will work only for 6 months then it will not work properly, Mr. Buddy
29/06/20, 6:27:50 PM, so stopped buying it, Mr. Buddy
29/06/20, 6:27:52 PM, which one, $h@lin!
29/06/20, 6:28:02 PM, zebronics?, $h@lin!
29/06/20, 6:28:25 PM, the one i had, Mr. Buddy
29/06/20, 6:28:45 PM, read the review, $h@lin!
Microtek Line Interactive UPS Legend 650 UPS LEGEND 650 UPS,,,
https://dl.flipkart.com/dl/microtek-line-interactive-ups-legend-650/p/itm0e7b831dfd81c?pid=UPSFPDQ8UXECYGPS&cmpid=product.share.pp,,,
29/06/20, 6:29:54 PM, brand 🙄, $h@lin!
29/06/20, 6:30:08 PM, that v guard is out of stock, $h@lin!
29/06/20, 6:32:24 PM, microtek u haven’t heard?, $h@lin!
29/06/20, 6:32:52 PM, nope, Mr. Buddy
‎29/06/20, 6:33:00 PM, MediaShared, Mr. Buddy
29/06/20, 6:34:29 PM, 😱, $h@lin!
29/06/20, 6:36:21 PM, that’s why they canceled cbsc, $h@lin!
29/06/20, 6:36:24 PM, exams, $h@lin!
29/06/20, 6:40:22 PM, ha, Mr. Buddy
29/06/20, 6:56:15 PM, 🥺, $h@lin!
29/06/20, 7:15:29 PM, how was ur day, $h@lin!
29/06/20, 7:15:38 PM, good, Mr. Buddy
29/06/20, 7:15:53 PM, what are working on?, $h@lin!
29/06/20, 7:15:59 PM, u*, $h@lin!
29/06/20, 7:16:19 PM, test cases, Mr. Buddy
29/06/20, 7:16:38 PM, 😯, $h@lin!
29/06/20, 7:17:26 PM, y, Mr. Buddy
29/06/20, 7:17:44 PM, i thought u are busy, $h@lin!
29/06/20, 7:17:49 PM, no, Mr. Buddy
29/06/20, 7:17:54 PM, busy man, $h@lin!
29/06/20, 7:18:14 PM, no man, Mr. Buddy
29/06/20, 7:18:45 PM, 😏, $h@lin!
29/06/20, 7:18:47 PM, u are, $h@lin!
29/06/20, 7:19:42 PM, no, Mr. Buddy
29/06/20, 7:19:44 PM, man this sank is very slow, $h@lin!
29/06/20, 7:19:55 PM, y, Mr. Buddy
29/06/20, 7:19:59 PM, ‎you deleted this message., $h@lin!
29/06/20, 7:21:15 PM, ‎you deleted this message., $h@lin!
29/06/20, 7:21:51 PM, ‎you deleted this message., $h@lin!
29/06/20, 7:22:27 PM, ‎you deleted this message., $h@lin!
29/06/20, 7:22:43 PM, ‎you deleted this message., $h@lin!
29/06/20, 7:26:39 PM, ok leave all those, $h@lin!
29/06/20, 7:26:52 PM, that’s why u stopped talking to me right, $h@lin!
29/06/20, 7:29:05 PM, i talk too much unnecessarily !?, $h@lin!
29/06/20, 7:51:47 PM, https://youtu.be/ddnxzxg4wus, $h@lin!
29/06/20, 8:22:50 PM, no man, Mr. Buddy
29/06/20, 8:22:53 PM, nothing like tgaf, Mr. Buddy
29/06/20, 8:26:25 PM, 🥺, $h@lin!
29/06/20, 8:26:29 PM, i hate you, $h@lin!
29/06/20, 8:26:38 PM, u lie, $h@lin!
29/06/20, 8:26:42 PM, no, Mr. Buddy
29/06/20, 8:27:01 PM, 😶, $h@lin!
29/06/20, 8:27:40 PM, i ordered microtek wala, $h@lin!
29/06/20, 8:28:04 PM, it’s a nice brand and has service stores too, $h@lin!
29/06/20, 8:28:38 PM, in prime new series has come.. rasbhari, $h@lin!
29/06/20, 8:28:42 PM, ohww ok, Mr. Buddy
29/06/20, 8:28:48 PM, greay, Mr. Buddy
29/06/20, 8:28:49 PM, ok bye, $h@lin!
29/06/20, 8:29:09 PM, ???, Mr. Buddy
29/06/20, 8:29:44 PM, ha u said ok and what to say next, $h@lin!
29/06/20, 8:29:53 PM, i'm playing, Mr. Buddy
29/06/20, 8:30:19 PM, oh ok play 😦, $h@lin!
‎30/06/20, 10:12:24 AM, ‎gif omitted, $h@lin!
30/06/20, 10:25:29 AM, good morning, Mr. Buddy
‎30/06/20, 10:46:01 AM, ‎MediaShared, $h@lin!
30/06/20, 7:00:18 PM, dude, $h@lin!
30/06/20, 7:13:41 PM, helllo, Mr. Buddy
30/06/20, 7:13:53 PM, ha r u, Mr. Buddy
30/06/20, 7:15:00 PM, who are you 🤔, $h@lin!
30/06/20, 7:37:40 PM, 😦, $h@lin!
30/06/20, 7:38:03 PM, ‎you deleted this message., $h@lin!
30/06/20, 7:38:31 PM, ‎you deleted this message., $h@lin!
30/06/20, 7:39:14 PM, ??!!, Mr. Buddy
30/06/20, 7:40:24 PM, thinking, $h@lin!
30/06/20, 7:40:44 PM, just within a week how u become the ceo, $h@lin!
30/06/20, 7:41:12 PM, still playing?, $h@lin!
30/06/20, 7:48:34 PM, i'm always a ceo, Mr. Buddy
30/06/20, 7:50:22 PM, ok be that, $h@lin!
30/06/20, 7:50:28 PM, enjoy ur life, $h@lin!
30/06/20, 7:50:30 PM, bye, $h@lin!
30/06/20, 8:01:41 PM, hw was ur day, Mr. Buddy
30/06/20, 8:02:24 PM, dnt talk to me, $h@lin!
‎30/06/20, 8:02:33 PM, ‎MediaShared, $h@lin!
30/06/20, 8:02:35 PM, u dnt even have a minute, $h@lin!
30/06/20, 8:03:05 PM, dnt ask simply to say something, $h@lin!
30/06/20, 8:03:49 PM, what did u say that day... u do video call and blah blah. tdy i also have to come and talk to u 😡, $h@lin!
30/06/20, 8:03:49 PM, why, Mr. Buddy
30/06/20, 8:04:01 PM, only *, $h@lin!
30/06/20, 8:04:09 PM, no man nothing like that, Mr. Buddy
30/06/20, 8:04:12 PM, i was sleeping, Mr. Buddy
30/06/20, 8:04:23 PM, i dnt believe, $h@lin!
30/06/20, 8:04:31 PM, may be u got bored of me, $h@lin!
30/06/20, 8:06:23 PM, no man trutg, Mr. Buddy
‎30/06/20, 8:06:41 PM, ‎MediaShared, $h@lin!
30/06/20, 8:06:46 PM, i hate you, $h@lin!
30/06/20, 8:06:58 PM, ha me too, Mr. Buddy
30/06/20, 8:07:04 PM, what!!, $h@lin!
30/06/20, 8:07:07 PM, why what did i do, $h@lin!
30/06/20, 8:07:16 PM, i only should hate u, $h@lin!
30/06/20, 8:07:30 PM, because u are the liar here, $h@lin!
30/06/20, 8:08:01 PM, so punishment is u have to help with the video now!, $h@lin!
30/06/20, 8:08:44 PM, till now i was working in odigo and suddenly to make a calibrat video... i’m not remembering any of the content, $h@lin!
30/06/20, 8:09:37 PM, u there??, $h@lin!
30/06/20, 8:10:16 PM, one minute, Mr. Buddy
30/06/20, 8:10:35 PM, ok take ur time, $h@lin!
30/06/20, 8:11:06 PM, just to make sure i know the everything, $h@lin!
30/06/20, 8:11:10 PM, cross checking with u, $h@lin!
30/06/20, 8:12:09 PM, it’s a youtube video 😫, $h@lin!
30/06/20, 8:12:15 PM, i dnt know how to start, $h@lin!
30/06/20, 10:12:28 PM, what you have to di, Mr. Buddy
30/06/20, 10:12:30 PM, do, Mr. Buddy
30/06/20, 10:13:03 PM, i don’t know, $h@lin!
30/06/20, 10:13:07 PM, then, Mr. Buddy
30/06/20, 10:13:11 PM, have to record the app, $h@lin!
30/06/20, 10:13:15 PM, and explain, $h@lin!
30/06/20, 10:13:18 PM, demo, $h@lin!
30/06/20, 10:13:50 PM, use screen recorder, Mr. Buddy
30/06/20, 10:14:46 PM, yeah we default recorder, $h@lin!
30/06/20, 10:15:07 PM, ha, Mr. Buddy
30/06/20, 10:15:17 PM, i know how to do, $h@lin!
30/06/20, 10:15:22 PM, but dnt know what to say, $h@lin!
30/06/20, 10:15:28 PM, 😦, $h@lin!
30/06/20, 10:17:13 PM, ajay sir said talk to sri and do... but he is talking all the other things other than making video😯, $h@lin!
30/06/20, 10:19:28 PM, then talk with him and ask him to do it first, Mr. Buddy
30/06/20, 10:23:09 PM, ha called his wife is also talking, $h@lin!
30/06/20, 10:23:20 PM, 🤣🤣🤣🤣🤣, Mr. Buddy
30/06/20, 10:24:46 PM, apart from the topic, $h@lin!
30/06/20, 10:24:52 PM, they are talking about corona, $h@lin!
30/06/20, 10:24:59 PM, and everything, $h@lin!
30/06/20, 10:25:05 PM, dude, $h@lin!
30/06/20, 10:25:09 PM, video call?, $h@lin!
30/06/20, 10:25:48 PM, 24hours!!!!, $h@lin!
30/06/20, 10:27:29 PM, where!!??, Mr. Buddy
30/06/20, 10:27:53 PM, anywhere, $h@lin!
30/06/20, 10:28:29 PM, whatsapp!!🤔, $h@lin!
30/06/20, 10:29:23 PM, ohwww, Mr. Buddy
30/06/20, 10:29:33 PM, you made that video, Mr. Buddy
30/06/20, 10:29:42 PM, not yet, $h@lin!
30/06/20, 10:29:50 PM, feeling nervous, $h@lin!
30/06/20, 10:30:12 PM, that’s why, $h@lin!
30/06/20, 10:31:26 PM, nervous for what, Mr. Buddy
30/06/20, 10:31:34 PM, first of all y youtube video, Mr. Buddy
30/06/20, 10:32:12 PM, to explain!!!, $h@lin!
30/06/20, 10:32:19 PM, call i ll explain, $h@lin!
30/06/20, 10:33:08 PM, i'm in game, Mr. Buddy
30/06/20, 10:33:53 PM, 🥺, $h@lin!
30/06/20, 10:34:05 PM, when u ll be free, $h@lin!
30/06/20, 10:34:24 PM, morning, Mr. Buddy
‎30/06/20, 10:34:51 PM, ‎MediaShared, $h@lin!
30/06/20, 10:35:13 PM, ok no time for me!!!, $h@lin!
30/06/20, 10:37:13 PM, i'm playing na, Mr. Buddy
‎30/06/20, 10:37:44 PM, ‎MediaShared, $h@lin!
30/06/20, 10:37:52 PM, always u ll be playing, $h@lin!
30/06/20, 10:38:33 PM, thought to talk to u and get some confidence, $h@lin!
30/06/20, 10:38:37 PM, ok leave, $h@lin!
30/06/20, 10:38:40 PM, u carryon, $h@lin!
01/07/20, 2:49:05 AM, good night, Mr. Buddy
01/07/20, 9:51:07 AM, this late??, $h@lin!
01/07/20, 9:51:46 AM, good morning, $h@lin!
01/07/20, 10:25:11 AM, good morning, Mr. Buddy
01/07/20, 10:25:15 AM, was playing, Mr. Buddy
01/07/20, 10:32:43 AM, man seriously?!, $h@lin!
01/07/20, 10:33:00 AM, u are kinda addicted to it, $h@lin!
01/07/20, 10:50:27 AM, u haven’t joined the call???, $h@lin!
01/07/20, 10:58:55 AM, no that day only she said if i want i can't join or else no need??, Mr. Buddy
01/07/20, 11:01:24 AM, oh, $h@lin!
01/07/20, 11:01:50 AM, ok, $h@lin!
01/07/20, 11:39:27 AM, what you don't, Mr. Buddy
01/07/20, 11:39:30 AM, dng, Mr. Buddy
01/07/20, 11:40:22 AM, recording, $h@lin!
01/07/20, 11:40:25 AM, 🥺, $h@lin!
01/07/20, 11:40:48 AM, how many times i record something is happening, $h@lin!
01/07/20, 11:43:28 AM, what u doing, $h@lin!
01/07/20, 11:56:46 AM, y what happened, Mr. Buddy
01/07/20, 11:56:52 AM, going through a ppt, Mr. Buddy
01/07/20, 11:58:12 AM, doing ppt???, $h@lin!
01/07/20, 11:58:26 AM, no reading, Mr. Buddy
