[31/08/19, 10:48:37 PM] Mr. Buddy: ‎Messages to this chat and calls are now secured with end-to-end encryption.
[09/06/20, 11:38:39 PM] $h@lin!: I’m alone in my room
[09/06/20, 11:38:49 PM] $h@lin!: If she was there I wouldn’t pick
[09/06/20, 11:39:22 PM] Mr. Buddy: Ohwww
[09/06/20, 11:39:36 PM] Mr. Buddy: Thats y I said bye
[09/06/20, 11:39:38 PM] $h@lin!: Ha
[09/06/20, 11:39:42 PM] $h@lin!: Hey nooo
[09/06/20, 11:39:52 PM] $h@lin!: I thought u started feeling shy🤣🤣
[09/06/20, 11:40:23 PM] Mr. Buddy: Shy for what
[09/06/20, 11:40:34 PM] Mr. Buddy: We talk when we sit next to next only
[09/06/20, 11:41:04 PM] $h@lin!: Ha
[09/06/20, 11:41:44 PM] $h@lin!: Video call is first time know
[09/06/20, 11:41:49 PM] $h@lin!: Just kidding
[09/06/20, 11:41:56 PM] Mr. Buddy: U felt shy??
[09/06/20, 11:42:11 PM] $h@lin!: It was like we talk but a bit
[09/06/20, 11:42:43 PM] Mr. Buddy: Seriously I know everything about u , u know everything about me
[09/06/20, 11:42:55 PM] Mr. Buddy: Then what's tgere to be shy 😂
[09/06/20, 11:42:55 PM] $h@lin!: Ha
[09/06/20, 11:43:05 PM] $h@lin!: Yeag😂
[09/06/20, 11:43:14 PM] $h@lin!: But first time it ll be there
[09/06/20, 11:43:17 PM] $h@lin!: Girl!
[09/06/20, 11:43:36 PM] Mr. Buddy: I don't know
[09/06/20, 11:43:44 PM] Mr. Buddy: I don't feel that shy thing with u
[09/06/20, 11:43:47 PM] Mr. Buddy: 😂😂
[09/06/20, 11:43:58 PM] $h@lin!: Obviously
[09/06/20, 11:44:05 PM] $h@lin!: Then with whom u feel
[09/06/20, 11:44:22 PM] Mr. Buddy: With ppl I don't know
[09/06/20, 11:44:25 PM] Mr. Buddy: With strangers
[09/06/20, 11:44:36 PM] $h@lin!: I’m not ppl😳
[09/06/20, 11:44:51 PM] Mr. Buddy: U r nt among that ppl
[09/06/20, 11:44:57 PM] $h@lin!: 🤗
[09/06/20, 11:45:21 PM] $h@lin!: It was like how we were talking
[09/06/20, 11:45:26 PM] $h@lin!: But I can’t hit u
[09/06/20, 11:45:27 PM] Mr. Buddy: Haaa
[09/06/20, 11:45:34 PM] Mr. Buddy: Ha ha
[09/06/20, 11:45:42 PM] $h@lin!: 👊
[09/06/20, 11:46:02 PM] $h@lin!: ✊
[09/06/20, 11:46:11 PM] Mr. Buddy: S
[09/06/20, 11:46:12 PM] Mr. Buddy: H
[09/06/20, 11:46:13 PM] Mr. Buddy: A
[09/06/20, 11:46:14 PM] Mr. Buddy: L
[09/06/20, 11:46:15 PM] Mr. Buddy: I
[09/06/20, 11:46:15 PM] Mr. Buddy: N
[09/06/20, 11:46:16 PM] Mr. Buddy: I
[09/06/20, 11:46:21 PM] $h@lin!: Then come to office
[09/06/20, 11:46:26 PM] Mr. Buddy: U tot I won't call??
[09/06/20, 11:46:31 PM] $h@lin!: Yeah
[09/06/20, 11:46:35 PM] Mr. Buddy: U won't be there however
[09/06/20, 11:46:50 PM] $h@lin!: U thought u finding a way to escape and I was just kidding
[09/06/20, 11:47:03 PM] $h@lin!: I ll come if u come
[09/06/20, 11:47:10 PM] $h@lin!: But not next week
[09/06/20, 11:47:15 PM] Mr. Buddy: I'll come if u come
[09/06/20, 11:47:31 PM] $h@lin!: 😯
[09/06/20, 11:47:47 PM] Mr. Buddy: Q
[09/06/20, 11:48:05 PM] $h@lin!: Then ll come next week
[09/06/20, 11:48:10 PM] $h@lin!: Month*
[09/06/20, 11:48:22 PM] Mr. Buddy: Next month
[09/06/20, 11:48:26 PM] Mr. Buddy: It's so longgggg
[09/06/20, 11:48:54 PM] $h@lin!: Ha
[09/06/20, 11:49:02 PM] Mr. Buddy: Hmm
[09/06/20, 11:49:10 PM] $h@lin!: Last week of this month?
[09/06/20, 11:49:23 PM] Mr. Buddy: No man don't come
[09/06/20, 11:49:28 PM] Mr. Buddy: How will u travel
[09/06/20, 11:49:28 PM] $h@lin!: Why
[09/06/20, 11:49:34 PM] Mr. Buddy: Very hard for u
[09/06/20, 11:49:39 PM] Mr. Buddy: Corona dangerous
[09/06/20, 11:49:40 PM] $h@lin!: How
[09/06/20, 11:50:06 PM] Mr. Buddy: U be ther onlu
[09/06/20, 11:50:17 PM] $h@lin!: I’m not that week
[09/06/20, 11:50:22 PM] Mr. Buddy: When they ask say to them u don't have vehicle
[09/06/20, 11:50:34 PM] Mr. Buddy: No shalinii don't come
[09/06/20, 11:50:48 PM] $h@lin!: How u ll come
[09/06/20, 11:50:52 PM] $h@lin!: U also dnt come
[09/06/20, 11:51:04 PM] Mr. Buddy: For me coming there only na issue
[09/06/20, 11:51:14 PM] Mr. Buddy: Then it's near I can walk only na
[09/06/20, 11:51:19 PM] Mr. Buddy: Ntg will happen
[09/06/20, 11:51:46 PM] $h@lin!: But still
[09/06/20, 11:52:02 PM] $h@lin!: It’s risky man
[09/06/20, 11:52:02 PM] Mr. Buddy: But u don't come
[09/06/20, 11:52:13 PM] $h@lin!: The problem with food also
[09/06/20, 11:52:23 PM] Mr. Buddy: That an all I can manage
[09/06/20, 11:52:31 PM] $h@lin!: How
[09/06/20, 11:52:39 PM] $h@lin!: U ll not eat properly
[09/06/20, 11:52:51 PM] Mr. Buddy: As if ,when u where here u cooked and brought for me
[09/06/20, 11:52:53 PM] $h@lin!: Then u ll end eating bread
[09/06/20, 11:53:03 PM] $h@lin!: 😐
[09/06/20, 11:53:13 PM] $h@lin!: I used to bring know sometimes
[09/06/20, 11:53:15 PM] $h@lin!: For u
[09/06/20, 11:53:22 PM] $h@lin!: Carrot alva🤭
[09/06/20, 11:53:25 PM] Mr. Buddy: Not for me
[09/06/20, 11:53:36 PM] $h@lin!: I bring for u only
[09/06/20, 11:53:37 PM] Mr. Buddy: You brought for everyone
[09/06/20, 11:53:44 PM] $h@lin!: No
[09/06/20, 11:53:46 PM] Mr. Buddy: I had that
[09/06/20, 11:53:57 PM] Mr. Buddy: U didn't bring for me
[09/06/20, 11:53:59 PM] $h@lin!: I used to bring little bit only know
[09/06/20, 11:54:12 PM] $h@lin!: 🙄 I bought it for u only
[09/06/20, 11:54:23 PM] $h@lin!: While preparing I used to tell know
[09/06/20, 11:54:36 PM] Mr. Buddy: No
‎[09/06/20, 11:54:46 PM] Mr. Buddy: ‎sticker omitted
[09/06/20, 11:54:52 PM] $h@lin!: Accho
[09/06/20, 11:55:02 PM] $h@lin!: 🤗
[09/06/20, 11:55:15 PM] $h@lin!: I ll bring for u
[09/06/20, 11:55:26 PM] Mr. Buddy: No need
[09/06/20, 11:55:30 PM] Mr. Buddy: I don't want
[09/06/20, 11:55:37 PM] $h@lin!: Why
[09/06/20, 11:55:44 PM] Mr. Buddy: U bring for your everyone
[09/06/20, 11:55:47 PM] $h@lin!: I ll bring
[09/06/20, 11:55:49 PM] Mr. Buddy: I'll not touch
[09/06/20, 11:56:04 PM] $h@lin!: I bought for u only
[09/06/20, 11:56:26 PM] Mr. Buddy: That alva was nice
[09/06/20, 11:56:30 PM] Mr. Buddy: Tasty
[09/06/20, 11:56:36 PM] $h@lin!: Ha then
[09/06/20, 11:56:40 PM] Mr. Buddy: Next time bring it once
[09/06/20, 11:56:45 PM] Mr. Buddy: One full box for me
[09/06/20, 11:56:50 PM] $h@lin!: Ha will bring for u only
[09/06/20, 11:57:07 PM] Mr. Buddy: Ha 100kg box
[09/06/20, 11:57:09 PM] $h@lin!: But everyone ll be there
[09/06/20, 11:57:12 PM] $h@lin!: 🤯
[09/06/20, 11:57:24 PM] Mr. Buddy: No 1000kg box
[09/06/20, 11:57:34 PM] $h@lin!: Lizard has come to room😰
[09/06/20, 11:57:50 PM] $h@lin!: Bring carrot and sugar and ghee
[09/06/20, 11:57:54 PM] $h@lin!: Will prepare
[09/06/20, 11:58:26 PM] Mr. Buddy: For 1000 kg alva how much carrot u want
[09/06/20, 11:58:34 PM] Mr. Buddy: Hug and sleep
[09/06/20, 11:58:40 PM] $h@lin!: 🤯
[09/06/20, 11:58:43 PM] $h@lin!: 😰😰🥺🥺🥺🥺
[09/06/20, 11:58:56 PM] $h@lin!: 😫😫😫😫😫😫
[09/06/20, 11:59:05 PM] Mr. Buddy: He he
[09/06/20, 11:59:08 PM] $h@lin!: May 999kg
[09/06/20, 11:59:15 PM] $h@lin!: It’s direct to my head
[09/06/20, 11:59:26 PM] $h@lin!: I ll not sleep there
[09/06/20, 11:59:46 PM] Mr. Buddy: Shl
[09/06/20, 11:59:49 PM] Mr. Buddy: S
[09/06/20, 11:59:50 PM] Mr. Buddy: H
[09/06/20, 11:59:53 PM] Mr. Buddy: a
[09/06/20, 11:59:53 PM] Mr. Buddy: L
[09/06/20, 11:59:54 PM] Mr. Buddy: I
[09/06/20, 11:59:55 PM] Mr. Buddy: N
[09/06/20, 11:59:56 PM] Mr. Buddy: I
[10/06/20, 12:00:40 AM] $h@lin!: Called mom to send it out
[10/06/20, 12:01:16 AM] Mr. Buddy: Ha okieeee
[10/06/20, 12:01:25 AM] $h@lin!: But it’s not going😰
[10/06/20, 12:01:28 AM] $h@lin!: 😩😩😩😩
[10/06/20, 12:01:38 AM] Mr. Buddy: Hug and sleep
[10/06/20, 12:01:42 AM] $h@lin!: It went exactly opp to me
[10/06/20, 12:01:52 AM] Mr. Buddy: Give some kiss
[10/06/20, 12:02:00 AM] $h@lin!: It’s not u
[10/06/20, 12:02:04 AM] $h@lin!: It’s lizard
[10/06/20, 12:02:10 AM] $h@lin!: Chi chi
[10/06/20, 12:02:16 AM] Mr. Buddy: May be it's a prince hiding as lizard
[10/06/20, 12:02:27 AM] Mr. Buddy: Like in stories
[10/06/20, 12:02:33 AM] $h@lin!: 🤔
[10/06/20, 12:02:38 AM] $h@lin!: I hate lizards
[10/06/20, 12:02:58 AM] $h@lin!: And that too when are hiding and not seen on the wall
[10/06/20, 12:02:59 AM] Mr. Buddy: Ohwww
[10/06/20, 12:03:17 AM] Mr. Buddy: As if I was there u do
[10/06/20, 12:03:30 AM] $h@lin!: 🤔
[10/06/20, 12:03:42 AM] $h@lin!: Do what
[10/06/20, 12:03:45 AM] Mr. Buddy: May be it will come sleep on ur pillow after u sleep
[10/06/20, 12:03:56 AM] $h@lin!: Noooooo
[10/06/20, 12:04:00 AM] Mr. Buddy: This
[10/06/20, 12:04:10 AM] $h@lin!: 🤣
[10/06/20, 12:04:17 AM] $h@lin!: Comfy pillow to sleep
[10/06/20, 12:04:17 AM] Mr. Buddy: A healthy relationship
[10/06/20, 12:04:30 AM] Mr. Buddy: U will screeem
[10/06/20, 12:04:32 AM] $h@lin!: What does healthy relationship
[10/06/20, 12:04:34 AM] Mr. Buddy: Hit me
[10/06/20, 12:04:42 AM] Mr. Buddy: Ppl will see
[10/06/20, 12:04:44 AM] $h@lin!: Why
[10/06/20, 12:04:51 AM] Mr. Buddy: I'll go depression
[10/06/20, 12:04:54 AM] $h@lin!: 😯 u ll die
[10/06/20, 12:04:56 AM] Mr. Buddy: I'll suicide
[10/06/20, 12:04:58 AM] $h@lin!: And haunt
[10/06/20, 12:05:10 AM] Mr. Buddy: 😱😱😱😱
‎[10/06/20, 12:05:14 AM] $h@lin!: ‎sticker omitted
[10/06/20, 12:05:24 AM] Mr. Buddy: Ha
[10/06/20, 12:05:32 AM] Mr. Buddy: Alll this things only will happen
[10/06/20, 12:05:48 AM] $h@lin!: 🤔
[10/06/20, 12:06:06 AM] Mr. Buddy: !??
[10/06/20, 12:06:15 AM] $h@lin!: It ll not
[10/06/20, 12:06:28 AM] Mr. Buddy: Which will not
[10/06/20, 12:06:41 AM] $h@lin!: I ll not u
[10/06/20, 12:06:47 AM] $h@lin!: Teddy bear🤗
[10/06/20, 12:06:52 AM] $h@lin!: Hit*
[10/06/20, 12:06:58 AM] Mr. Buddy: U will
[10/06/20, 12:07:04 AM] Mr. Buddy: U will say
[10/06/20, 12:07:11 AM] Mr. Buddy: Good touch bad touch
[10/06/20, 12:07:23 AM] $h@lin!: If it bad I ll hit u
‎[10/06/20, 12:07:37 AM] Mr. Buddy: ‎GIF omitted
[10/06/20, 12:07:46 AM] $h@lin!: 🤣🤣🤣
[10/06/20, 12:07:47 AM] Mr. Buddy: U will be this
[10/06/20, 12:07:55 AM] $h@lin!: 🤣🤣exactly
[10/06/20, 12:08:13 AM] Mr. Buddy: 🥺
‎[10/06/20, 12:08:41 AM] Mr. Buddy: ‎sticker omitted
[10/06/20, 12:08:43 AM] $h@lin!: Accho
[10/06/20, 12:08:50 AM] $h@lin!: Will not hide
[10/06/20, 12:09:02 AM] Mr. Buddy: Lizard?
[10/06/20, 12:09:12 AM] $h@lin!: Hit*
[10/06/20, 12:09:23 AM] $h@lin!: It’s near bulb
[10/06/20, 12:09:33 AM] Mr. Buddy: Catch and eat
[10/06/20, 12:09:37 AM] $h@lin!: Chi
[10/06/20, 12:10:07 AM] $h@lin!: I ll throw the lizard
[10/06/20, 12:10:23 AM] Mr. Buddy: Lol
[10/06/20, 12:10:38 AM] $h@lin!: The phone *
[10/06/20, 12:10:44 AM] $h@lin!: I ll throw the phone
[10/06/20, 12:11:05 AM] Mr. Buddy: Shaliniiiiiiiiiiiiiiii
[10/06/20, 12:11:14 AM] Mr. Buddy: Shaliniiiiiiiiiiiiiiiiiiiiii
[10/06/20, 12:11:23 AM] $h@lin!: Ha
[10/06/20, 12:11:38 AM] $h@lin!: Will kill u
[10/06/20, 12:11:47 AM] Mr. Buddy: Y
[10/06/20, 12:12:15 AM] $h@lin!: Because u are talking about lizard
[10/06/20, 12:12:46 AM] Mr. Buddy: Send a selfie
[10/06/20, 12:12:54 AM] $h@lin!: Selfie of me?
[10/06/20, 12:13:00 AM] Mr. Buddy: Haaa
[10/06/20, 12:13:02 AM] $h@lin!: Of lizard
[10/06/20, 12:13:09 AM] Mr. Buddy: Selfie means u onlu
[10/06/20, 12:13:17 AM] $h@lin!: 🤔
[10/06/20, 12:13:26 AM] Mr. Buddy: ?????
[10/06/20, 12:13:33 AM] $h@lin!: Ha will send
[10/06/20, 12:13:37 AM] Mr. Buddy: N
[10/06/20, 12:13:38 AM] Mr. Buddy: O
[10/06/20, 12:13:39 AM] Mr. Buddy: W
[10/06/20, 12:13:41 AM] $h@lin!: Ha
[10/06/20, 12:13:51 AM] Mr. Buddy: 12:14
‎[10/06/20, 12:14:38 AM] $h@lin!: ‎image omitted
[10/06/20, 12:15:03 AM] $h@lin!: Why?
[10/06/20, 12:15:04 AM] Mr. Buddy: Y still headphones?
[10/06/20, 12:15:15 AM] Mr. Buddy: To see
[10/06/20, 12:15:17 AM] $h@lin!: Listening to song
[10/06/20, 12:15:29 AM] $h@lin!: Looking like a patient know
[10/06/20, 12:15:35 AM] Mr. Buddy: No
[10/06/20, 12:15:38 AM] Mr. Buddy: You look beautiful
‎[10/06/20, 12:15:39 AM] $h@lin!: ‎image omitted
[10/06/20, 12:15:52 AM] $h@lin!: Without headphones 🤣
[10/06/20, 12:15:55 AM] Mr. Buddy: U got some pimples
[10/06/20, 12:16:14 AM] Mr. Buddy: Or bcz of mosquito
[10/06/20, 12:16:21 AM] $h@lin!: Ha that too
[10/06/20, 12:16:29 AM] $h@lin!: And periods next week may be
[10/06/20, 12:16:53 AM] Mr. Buddy: Ohw u get pimple bcz of period
[10/06/20, 12:17:16 AM] $h@lin!: Yeah before it happens
[10/06/20, 12:17:21 AM] Mr. Buddy: Ohwwww
[10/06/20, 12:17:29 AM] $h@lin!: It’s not actually pimples
[10/06/20, 12:17:35 AM] $h@lin!: Hormones may be
[10/06/20, 12:17:55 AM] Mr. Buddy: It looks like mosquito bite
[10/06/20, 12:18:10 AM] $h@lin!: Mosquito bite also know🥺
[10/06/20, 12:18:17 AM] Mr. Buddy: Haaaa
[10/06/20, 12:18:30 AM] Mr. Buddy: Put that mosquito coli man
[10/06/20, 12:18:39 AM] $h@lin!: It’s there
[10/06/20, 12:18:48 AM] $h@lin!: I forget to put in the evening
[10/06/20, 12:19:00 AM] Mr. Buddy: 🤜🤜🤜🤜
[10/06/20, 12:19:12 AM] $h@lin!: 👀
[10/06/20, 12:19:24 AM] Mr. Buddy: See ur forehead
[10/06/20, 12:19:26 AM] Mr. Buddy: Full of it
[10/06/20, 12:19:45 AM] $h@lin!: Ha I dnt like it
[10/06/20, 12:20:14 AM] Mr. Buddy: Haaa
[10/06/20, 12:20:36 AM] $h@lin!: It doesn’t feel clean
[10/06/20, 12:20:44 AM] Mr. Buddy: No problem
[10/06/20, 12:21:58 AM] $h@lin!: 👀
[10/06/20, 12:22:07 AM] Mr. Buddy: ????
[10/06/20, 12:22:22 AM] $h@lin!: It’s a problem until it feels clear
[10/06/20, 12:22:27 AM] Mr. Buddy: Y
[10/06/20, 12:22:59 AM] $h@lin!: Until it clears
[10/06/20, 12:23:49 AM] Mr. Buddy: Clears
[10/06/20, 12:24:07 AM] $h@lin!: Ha may be because of brinjal
[10/06/20, 12:24:24 AM] $h@lin!: May be I’m ullergic to it I guess
[10/06/20, 12:24:32 AM] Mr. Buddy: May be
[10/06/20, 12:24:43 AM] $h@lin!: Ha
[10/06/20, 12:25:11 AM] Mr. Buddy: Hmm
[10/06/20, 12:25:35 AM] $h@lin!: Why u wanted to see now
[10/06/20, 12:25:48 AM] Mr. Buddy: Simply
[10/06/20, 12:25:54 AM] Mr. Buddy: Sorry
[10/06/20, 12:26:02 AM] $h@lin!: Why
[10/06/20, 12:26:07 AM] $h@lin!: To sorry
[10/06/20, 12:26:24 AM] Mr. Buddy: Shouldn't have asked
[10/06/20, 12:26:28 AM] $h@lin!: No
[10/06/20, 12:26:33 AM] $h@lin!: Not like that
[10/06/20, 12:27:09 AM] Mr. Buddy: Hmm
[10/06/20, 12:27:42 AM] $h@lin!: No problem
[10/06/20, 12:27:53 AM] $h@lin!: It’s not a big thing😂
[10/06/20, 12:28:26 AM] Mr. Buddy: I dunno
[10/06/20, 12:28:35 AM] $h@lin!: I just asked
[10/06/20, 12:28:50 AM] Mr. Buddy: Just wanted to see u
[10/06/20, 12:28:57 AM] $h@lin!: 😂
[10/06/20, 12:29:09 AM] $h@lin!: Just now we had video call
[10/06/20, 12:29:17 AM] Mr. Buddy: I know
[10/06/20, 12:29:24 AM] $h@lin!: 🤗
[10/06/20, 12:29:32 AM] $h@lin!: Will meet soon
[10/06/20, 12:29:48 AM] Mr. Buddy: Now
[10/06/20, 12:29:59 AM] $h@lin!: How?
[10/06/20, 12:30:08 AM] Mr. Buddy: Dunno
[10/06/20, 12:30:16 AM] $h@lin!: 😂
[10/06/20, 12:30:41 AM] $h@lin!: What about what I said yesterday
[10/06/20, 12:30:56 AM] Mr. Buddy: What did u say
[10/06/20, 12:31:44 AM] $h@lin!: Yesterday
[10/06/20, 12:31:50 AM] $h@lin!: When u slept
[10/06/20, 12:32:05 AM] Mr. Buddy: After I slept?
[10/06/20, 12:32:14 AM] $h@lin!: When u we’re sleeping
[10/06/20, 12:34:27 AM] Mr. Buddy: Hindu and elder???
[10/06/20, 12:34:30 AM] Mr. Buddy: That one
[10/06/20, 12:34:33 AM] $h@lin!: 😂
[10/06/20, 12:34:42 AM] $h@lin!: Ha
[10/06/20, 12:34:52 AM] Mr. Buddy: Y me hindhu
[10/06/20, 12:35:01 AM] Mr. Buddy: U could be Christian also na
[10/06/20, 12:35:07 AM] Mr. Buddy: 😶
[10/06/20, 12:35:11 AM] $h@lin!: Ha anything
[10/06/20, 12:35:22 AM] $h@lin!: Ok I ll be a Christian
[10/06/20, 12:35:47 AM] Mr. Buddy: Better unanswered
[10/06/20, 12:36:05 AM] $h@lin!: It’s just the possibility
[10/06/20, 12:36:15 AM] $h@lin!: It’s never going to happen
[10/06/20, 12:36:29 AM] $h@lin!: So to know how it ll be if that was the situation
[10/06/20, 12:37:16 AM] Mr. Buddy: I dunno
[10/06/20, 12:37:23 AM] $h@lin!: 🤔
[10/06/20, 12:37:54 AM] Mr. Buddy: Let's talk something else
[10/06/20, 12:38:06 AM] $h@lin!: 🤣
[10/06/20, 12:38:10 AM] $h@lin!: Why what happened
[10/06/20, 12:38:19 AM] $h@lin!: Dnt take it seriously
[10/06/20, 12:38:34 AM] Mr. Buddy: Ok
[10/06/20, 12:38:58 AM] $h@lin!: It’s just possibility
[10/06/20, 12:39:03 AM] $h@lin!: What would happen
[10/06/20, 12:39:17 AM] $h@lin!: 😂 No serious discussion
[10/06/20, 12:39:33 AM] Mr. Buddy: Shalini
[10/06/20, 12:39:59 AM] $h@lin!: Ha
[10/06/20, 12:40:11 AM] Mr. Buddy: Ntg
‎[10/06/20, 12:40:25 AM] $h@lin!: ‎sticker omitted
[10/06/20, 12:40:40 AM] Mr. Buddy: Don't laugh
[10/06/20, 12:40:44 AM] $h@lin!: Why
[10/06/20, 12:40:53 AM] $h@lin!: U took it seriously?
[10/06/20, 12:41:01 AM] Mr. Buddy: No
[10/06/20, 12:41:26 AM] $h@lin!: No u took it
[10/06/20, 12:41:36 AM] $h@lin!: That’s why u said no
[10/06/20, 12:41:44 AM] Mr. Buddy: No for??
[10/06/20, 12:42:00 AM] $h@lin!: 🤣
[10/06/20, 12:42:21 AM] Mr. Buddy: U know the answer
[10/06/20, 12:42:39 AM] $h@lin!: What is the answer
[10/06/20, 12:42:47 AM] Mr. Buddy: U know
[10/06/20, 12:42:52 AM] $h@lin!: I don’t know
[10/06/20, 12:42:53 AM] $h@lin!: U say
[10/06/20, 12:42:59 AM] Mr. Buddy: The let it be like that
[10/06/20, 12:43:06 AM] $h@lin!: Say no
[10/06/20, 12:43:28 AM] Mr. Buddy: U dunno??!
[10/06/20, 12:43:46 AM] $h@lin!: I want to hear from I
[10/06/20, 12:43:47 AM] $h@lin!: U
[10/06/20, 12:44:02 AM] Mr. Buddy: No need
[10/06/20, 12:44:08 AM] $h@lin!: I need
[10/06/20, 12:44:22 AM] Mr. Buddy: No
[10/06/20, 12:44:30 AM] $h@lin!: What’s there in it
[10/06/20, 12:44:47 AM] Mr. Buddy: Ntg
[10/06/20, 12:45:04 AM] $h@lin!: Say
[10/06/20, 12:45:14 AM] Mr. Buddy: No
[10/06/20, 12:45:19 AM] $h@lin!: Say
[10/06/20, 12:45:24 AM] Mr. Buddy: 👊👊👊👊
[10/06/20, 12:45:47 AM] $h@lin!: 👀
[10/06/20, 12:46:16 AM] $h@lin!: Why
[10/06/20, 12:46:24 AM] $h@lin!: U want to hit me
‎[10/06/20, 12:46:45 AM] $h@lin!: ‎sticker omitted
[10/06/20, 12:47:43 AM] $h@lin!: Slept?
[10/06/20, 12:50:25 AM] $h@lin!: Machu
[10/06/20, 12:50:33 AM] $h@lin!: Slept?
[10/06/20, 12:56:23 AM] $h@lin!: Good night take care 🤗
[10/06/20, 12:56:36 AM] $h@lin!: Remove specs and sleep
[10/06/20, 1:00:09 AM] $h@lin!: 🤔
‎[10/06/20, 8:40:34 AM] Mr. Buddy: ‎sticker omitted
[10/06/20, 8:40:35 AM] Mr. Buddy: Good morning
[10/06/20, 9:57:37 AM] $h@lin!: 🤗
[10/06/20, 9:57:41 AM] $h@lin!: Good morning
[10/06/20, 9:59:07 AM] Mr. Buddy: 🙂
‎[10/06/20, 10:00:45 AM] $h@lin!: ‎GIF omitted
[10/06/20, 10:02:01 AM] Mr. Buddy: 🙂
[10/06/20, 10:02:15 AM] $h@lin!: Why half smile?
[10/06/20, 10:02:31 AM] Mr. Buddy: Half smile??
[10/06/20, 10:02:34 AM] Mr. Buddy: What's that
[10/06/20, 10:02:36 AM] $h@lin!: This
[10/06/20, 10:02:46 AM] Mr. Buddy: Thats half smile
[10/06/20, 10:02:50 AM] Mr. Buddy: I tot it's smil
[10/06/20, 10:02:52 AM] $h@lin!: 🤔
[10/06/20, 10:03:02 AM] $h@lin!: 😊?
[10/06/20, 10:03:02 AM] Mr. Buddy: 😀
[10/06/20, 10:03:12 AM] Mr. Buddy: 😊
[10/06/20, 10:03:31 AM] $h@lin!: That is also smile but it looks like forcefully u are laughing
[10/06/20, 10:03:42 AM] Mr. Buddy: 😉
[10/06/20, 10:03:51 AM] $h@lin!: 🧐
[10/06/20, 10:03:56 AM] Mr. Buddy: 😉😉
[10/06/20, 10:04:02 AM] $h@lin!: 🧐🧐
[10/06/20, 10:04:08 AM] Mr. Buddy: 😉😉😉
[10/06/20, 10:04:12 AM] $h@lin!: 🧐🧐🧐
[10/06/20, 10:04:16 AM] Mr. Buddy: 😉😉😉😉
[10/06/20, 10:04:31 AM] $h@lin!: 🧐🧐🧐🧐
[10/06/20, 10:04:39 AM] Mr. Buddy: 😂
‎[10/06/20, 10:04:44 AM] $h@lin!: ‎sticker omitted
[10/06/20, 10:05:04 AM] $h@lin!: Go fresh up
[10/06/20, 10:05:08 AM] $h@lin!: Do excerise
[10/06/20, 10:05:15 AM] Mr. Buddy: Tomorrow
[10/06/20, 10:05:48 AM] $h@lin!: Yesterday also said tomorrow 🤨
[10/06/20, 10:06:06 AM] Mr. Buddy: Today I got up late
[10/06/20, 10:06:29 AM] $h@lin!: Just move ur body for a minute
[10/06/20, 10:06:36 AM] Mr. Buddy: No
[10/06/20, 10:06:57 AM] Mr. Buddy: Tomorrow
[10/06/20, 10:07:25 AM] $h@lin!: No
[10/06/20, 10:07:37 AM] Mr. Buddy: Ohwww don't want
[10/06/20, 10:07:44 AM] $h@lin!: 😂
[10/06/20, 10:07:48 AM] $h@lin!: Lazy boy
‎[10/06/20, 10:08:09 AM] $h@lin!: ‎GIF omitted
[10/06/20, 10:08:49 AM] Mr. Buddy: 🥱🥱🥱🥱🥱🥱
[10/06/20, 10:09:13 AM] $h@lin!: See
[10/06/20, 10:09:20 AM] Mr. Buddy: 😉
[10/06/20, 10:09:28 AM] $h@lin!: 😂
[10/06/20, 10:09:35 AM] $h@lin!: Go have breakfast
[10/06/20, 10:09:44 AM] $h@lin!: Dnt have it in the afternoon
[10/06/20, 10:09:54 AM] $h@lin!: It’s not good for health
[10/06/20, 10:09:59 AM] $h@lin!: U ll get gastric
[10/06/20, 10:10:03 AM] Mr. Buddy: 😉😉😉😉😉
[10/06/20, 10:10:13 AM] $h@lin!: For gastric🤣
[10/06/20, 10:10:20 AM] Mr. Buddy: No
[10/06/20, 10:10:26 AM] $h@lin!: Then
[10/06/20, 10:10:33 AM] Mr. Buddy: Simply
[10/06/20, 10:10:50 AM] $h@lin!: Have food on time
[10/06/20, 10:10:56 AM] $h@lin!: Three times a day
[10/06/20, 10:11:09 AM] Mr. Buddy: U have first
[10/06/20, 10:11:18 AM] Mr. Buddy: 🤗🤗🤗🤗
[10/06/20, 10:11:44 AM] $h@lin!: I ll have
[10/06/20, 10:11:57 AM] $h@lin!: U go and have
[10/06/20, 10:12:01 AM] $h@lin!: U got up first
[10/06/20, 10:12:09 AM] Mr. Buddy: No
[10/06/20, 10:12:14 AM] Mr. Buddy: 🤗
[10/06/20, 10:12:27 AM] $h@lin!: Ur mom should be strict
[10/06/20, 10:12:35 AM] $h@lin!: She seems so slient
[10/06/20, 10:12:37 AM] Mr. Buddy: 🤗🤗🤗🤗🤗🤗🤗🤗🤗
[10/06/20, 10:12:45 AM] $h@lin!: That’s y u dnt eat properly
‎[10/06/20, 10:13:00 AM] Mr. Buddy: ‎sticker omitted
[10/06/20, 10:13:11 AM] $h@lin!: 👀
[10/06/20, 10:13:19 AM] $h@lin!: Kidddioo
[10/06/20, 10:13:30 AM] $h@lin!: 🤗
[10/06/20, 10:13:46 AM] $h@lin!: Finish that policy today
[10/06/20, 10:13:50 AM] $h@lin!: Dnt forget
[10/06/20, 10:14:02 AM] Mr. Buddy: S
[10/06/20, 10:14:03 AM] Mr. Buddy: H
